Area,Payment,Ownership,Status,Bedrooms,Bathrooms,PrivateGarden,price
130,Cash,Primary,Ready,3,2,No,"EGP 6,890,000"
155,Cash or Installment,Resale,Ready,3,3,No,"EGP 7,300,000"
175,Installment,Resale,Off-plan,3,3,No,"EGP 7,975,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,300,000"
120,Cash or Installment,Primary,Ready,2,2,Yes,"EGP 9,309,947"
160,Cash or Installment,Primary,Ready,3,3,Yes,"EGP 13,224,032"
160,Cash,Primary,Ready,3,2,Yes,"EGP 8,000,000"
140,Cash,Primary,Ready,2,2,Yes,"EGP 7,000,000"
220,Cash,Resale,Ready,3,2,Yes,"EGP 9,000,000"
90,Installment,Resale,Off-plan,1,1,No,"EGP 5,000,000"
170,Installment,Resale,Off-plan,3,3,No,"EGP 7,732,255"
160,Cash,Resale,Ready,3,3,No,"EGP 7,250,000"
175,Cash,Resale,Ready,3,3,No,"EGP 8,500,000"
170,Cash,Resale,Ready,3,3,No,"EGP 6,100,000"
110,Cash,Primary,Ready,2,2,No,"EGP 4,690,000"
170,Cash,Resale,Ready,3,3,No,"EGP 6,250,000"
175,Cash,Resale,Ready,4,3,No,"EGP 7,500,000"
155,Installment,Resale,Ready,3,3,No,"EGP 6,780,000"
131,Cash,Resale,Ready,2,2,No,"EGP 6,000,000"
131,Cash,Resale,Ready,2,2,No,"EGP 6,000,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 8,300,000"
140,Cash,Primary,Ready,2,3,No,"EGP 5,500,000"
145,Installment,Resale,Ready,3,3,Yes,"EGP 9,290,000"
125,Installment,Resale,Ready,3,2,Yes,"EGP 8,190,000"
165,Cash or Installment,Resale,Ready,3,3,No,"EGP 5,940,000"
160,Cash,Resale,Ready,3,3,No,"EGP 10,000,000"
235,Cash,Resale,Ready,4,3,No,"EGP 8,000,000"
155,Cash or Installment,Resale,Ready,3,3,No,"EGP 6,480,000"
125,Cash,Resale,Ready,2,1,No,"EGP 5,500,000"
155,Installment,Resale,Off-plan,3,3,No,"EGP 6,430,000"
174,Cash,Resale,Ready,3,3,No,"EGP 8,200,000"
160,Cash,Primary,Ready,3,3,No,"EGP 7,000,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,000,000"
132,Installment,Primary,Ready,3,2,No,"EGP 6,850,000"
132,Installment,Primary,Ready,3,2,No,"EGP 6,850,000"
132,Installment,Primary,Ready,3,2,No,"EGP 6,850,000"
132,Installment,Primary,Ready,3,2,No,"EGP 6,850,000"
132,Installment,Primary,Ready,3,2,No,"EGP 6,850,000"
135,Cash,Primary,Ready,3,2,Yes,"EGP 7,580,000"
135,Cash,Primary,Ready,3,2,Yes,"EGP 7,580,000"
135,Cash,Primary,Ready,3,2,Yes,"EGP 7,580,000"
135,Cash,Primary,Ready,3,2,Yes,"EGP 7,580,000"
135,Cash,Primary,Ready,3,2,Yes,"EGP 7,580,000"
235,Cash,Resale,Ready,4,4,No,"EGP 8,600,000"
173,Cash,Resale,Ready,3,3,No,"EGP 6,200,000"
140,Cash,Resale,Ready,2,2,No,"EGP 5,450,000"
235,Cash,Primary,Ready,3,3,No,"EGP 7,900,000"
150,Cash,Resale,Ready,3,2,No,"EGP 6,974,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,000,000"
160,Installment,Primary,Ready,3,3,No,"EGP 16,479,047"
165,Cash,Resale,Ready,3,3,No,"EGP 6,850,000"
135,Installment,Resale,Ready,2,2,No,"EGP 5,410,000"
160,Cash,Primary,Ready,3,3,Yes,"EGP 7,000,000"
110,Cash or Installment,Resale,Ready,2,2,Yes,"EGP 5,412,052"
115,Cash,Primary,Ready,3,3,Yes,"EGP 5,900,000"
115,Cash or Installment,Resale,Ready,3,3,Yes,"EGP 6,480,000"
165,Cash,Primary,Ready,3,3,No,"EGP 6,150,000"
140,Cash,Primary,Ready,2,3,Yes,"EGP 5,500,000"
165,Cash,Primary,Ready,3,3,No,"EGP 5,150,000"
160,Cash,Resale,Ready,3,3,No,"EGP 5,950,000"
180,Cash,Primary,Ready,3,3,Yes,"EGP 6,500,000"
170,Cash,Primary,Ready,3,3,Yes,"EGP 5,950,000"
140,Cash,Resale,Ready,3,3,Yes,"EGP 6,250,000"
140,Installment,Resale,Ready,3,3,No,"EGP 6,188,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 8,500,000"
250,Cash,Resale,Ready,3,3,Yes,"EGP 15,375,000"
175,Cash,Resale,Ready,3,3,No,"EGP 7,500,000"
165,Installment,Resale,Ready,2,3,No,"EGP 6,900,000"
175,Cash,Resale,Ready,3,3,No,"EGP 7,500,000"
155,Cash or Installment,Resale,Ready,3,3,Yes,"EGP 6,695,000"
170,Installment,Resale,Off-plan,3,3,No,"EGP 8,082,000"
155,Installment,Resale,Off-plan,3,3,No,"EGP 6,780,000"
160,Cash,Primary,Ready,3,3,Yes,"EGP 7,000,000"
170,Cash or Installment,Resale,Ready,3,3,No,"EGP 6,500,000"
170,Cash,Resale,Ready,3,3,No,"EGP 7,200,000"
155,Cash,Primary,Ready,3,3,No,"EGP 5,900,000"
165,Cash or Installment,Resale,Ready,3,3,Yes,"EGP 5,940,000"
127,Installment,Resale,Ready,3,3,No,"EGP 9,400,000"
165,Cash,Primary,Ready,3,3,Yes,"EGP 6,150,000"
165,Installment,Resale,Ready,3,3,Yes,"EGP 6,465,000"
155,Cash or Installment,Resale,Ready,3,3,No,"EGP 6,480,000"
235,Cash,Resale,Ready,4,4,No,"EGP 12,000,000"
165,Cash,Primary,Ready,3,3,No,"EGP 5,950,000"
145,Installment,Resale,Ready,3,3,No,"EGP 7,990,000"
140,Cash,Primary,Ready,2,3,Yes,"EGP 5,500,000"
140,Installment,Resale,Ready,3,3,No,"EGP 7,119,000"
110,Cash,Primary,Ready,2,2,No,"EGP 4,690,000"
160,Cash,Resale,Ready,3,2,Yes,"EGP 7,600,000"
170,Cash,Primary,Ready,3,3,No,"EGP 6,670,000"
235,Cash,Resale,Ready,3,4,No,"EGP 10,000,000"
165,Cash,Resale,Ready,3,3,Yes,"EGP 6,850,000"
160,Installment,Primary,Ready,3,3,No,"EGP 13,286,742"
145,Cash or Installment,Resale,Ready,3,3,Yes,"EGP 6,990,000"
159,Cash,Resale,Ready,3,3,No,"EGP 7,300,000"
167,Cash,Resale,Ready,3,3,No,"EGP 6,600,000"
170,Cash,Resale,Ready,3,2,No,"EGP 11,000,000"
165,Cash or Installment,Resale,Ready,3,3,No,"EGP 9,725,000"
170,Cash,Resale,Ready,3,3,No,"EGP 11,000,000"
235,Cash,Primary,Ready,3,3,No,"EGP 7,900,000"
180,Cash,Primary,Ready,3,3,No,"EGP 6,500,000"
170,Cash,Primary,Ready,3,3,No,"EGP 5,950,000"
174,Cash,Resale,Ready,3,3,No,"EGP 8,200,000"
175,Cash,Resale,Ready,3,3,Yes,"EGP 8,200,000"
235,Cash,Resale,Ready,4,4,No,"EGP 10,000,000"
165,Cash,Resale,Ready,3,3,Yes,"EGP 6,850,000"
140,Cash,Primary,Ready,2,2,Yes,"EGP 6,000,000"
110,Cash or Installment,Resale,Ready,2,2,No,"EGP 7,300,000"
165,Cash or Installment,Resale,Ready,3,3,No,"EGP 9,725,000"
160,Cash,Resale,Ready,3,3,No,"EGP 10,000,000"
165,Cash,Resale,Ready,3,3,No,"EGP 6,650,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,300,000"
170,Cash or Installment,Resale,Ready,3,2,No,"EGP 7,760,000"
165,Cash,Resale,Ready,3,3,No,"EGP 6,950,000"
140,Cash,Resale,Ready,2,3,No,"EGP 6,150,000"
235,Cash,Resale,Ready,3,3,No,"EGP 8,000,000"
160,Installment,Primary,Ready,3,3,No,"EGP 13,286,742"
160,Installment,Primary,Ready,3,3,No,"EGP 13,349,453"
145,Installment,Resale,Ready,3,3,No,"EGP 6,900,000"
145,Cash,Resale,Ready,2,3,No,"EGP 5,500,000"
154,Installment,Resale,Off-plan,3,3,Yes,"EGP 6,780,000"
165,Cash,Resale,Ready,3,3,No,"EGP 7,000,000"
180,Cash,Resale,Ready,3,3,No,"EGP 7,750,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,400,000"
132,Cash,Primary,Ready,3,2,No,"EGP 6,580,000"
132,Cash,Primary,Ready,3,2,No,"EGP 6,580,000"
132,Cash,Primary,Ready,3,2,No,"EGP 6,580,000"
132,Cash,Primary,Ready,3,2,No,"EGP 6,580,000"
132,Cash,Primary,Ready,3,2,No,"EGP 6,580,000"
140,Cash or Installment,Primary,Off-plan,3,4,Yes,"EGP 9,560,000"
140,Installment,Resale,Ready,3,3,No,"EGP 6,204,304"
155,Installment,Resale,Ready,3,3,Yes,"EGP 8,715,000"
165,Cash or Installment,Resale,Ready,3,3,No,"EGP 6,465,000"
170,Installment,Resale,Off-plan,3,3,Yes,"EGP 7,854,000"
170,Installment,Resale,Off-plan,3,3,Yes,"EGP 8,865,000"
140,Cash,Resale,Ready,3,2,Yes,"EGP 6,200,000"
160,Installment,Resale,Ready,3,3,No,"EGP 6,640,000"
135,Cash,Primary,Ready,3,2,Yes,"EGP 7,580,000"
135,Cash,Primary,Ready,3,2,Yes,"EGP 7,580,000"
135,Cash,Primary,Ready,3,2,Yes,"EGP 7,580,000"
135,Cash,Primary,Ready,3,2,Yes,"EGP 7,580,000"
135,Cash,Primary,Ready,3,2,Yes,"EGP 7,580,000"
145,Installment,Resale,Ready,3,3,No,"EGP 6,254,304"
165,Cash,Resale,Ready,3,3,No,"EGP 5,950,000"
140,Cash,Resale,Ready,3,3,No,"EGP 5,500,000"
140,Cash,Resale,Ready,3,3,No,"EGP 5,500,000"
165,Cash,Primary,Ready,3,3,Yes,"EGP 6,150,000"
165,Cash or Installment,Resale,Ready,3,3,Yes,"EGP 5,990,000"
140,Cash,Resale,Ready,3,3,No,"EGP 6,400,000"
145,Installment,Resale,Off-plan,3,3,No,"EGP 6,182,575"
165,Cash,Primary,Ready,3,3,Yes,"EGP 7,400,000"
205,Cash,Primary,Ready,3,4,No,"EGP 12,000,000"
160,Cash,Primary,Ready,3,3,Yes,"EGP 7,000,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 7,850,000"
125,Cash,Primary,Ready,2,2,Yes,"EGP 10,470,000"
140,Cash,Resale,Ready,2,3,Yes,"EGP 5,500,000"
180,Cash,Resale,Ready,3,3,No,"EGP 7,750,000"
174,Installment,Resale,Ready,3,3,No,"EGP 7,500,000"
70,Cash or Installment,Resale,Ready,1,1,No,"EGP 3,930,000"
155,Cash,Resale,Ready,3,3,Yes,"EGP 5,750,000"
125,Cash,Resale,Ready,2,1,Yes,"EGP 5,500,000"
170,Installment,Resale,Off-plan,3,3,No,"EGP 8,043,000"
135,Cash,Resale,Ready,3,2,Yes,"EGP 7,800,000"
140,Cash,Resale,Ready,2,3,Yes,"EGP 6,000,000"
130,Installment,Primary,Ready,3,3,Yes,"EGP 12,000,000"
140,Installment,Resale,Ready,3,3,No,"EGP 6,188,000"
140,Installment,Primary,Ready,3,3,Yes,"EGP 15,000,000"
140,Cash,Resale,Ready,2,2,Yes,"EGP 5,500,000"
160,Installment,Primary,Ready,3,3,Yes,"EGP 13,000,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,000,000"
70,Installment,Resale,Ready,1,1,No,"EGP 3,860,000"
135,Cash,Resale,Ready,2,2,Yes,"EGP 5,410,000"
174,Cash,Resale,Ready,3,3,No,"EGP 6,500,000"
110,Installment,Resale,Off-plan,2,2,Yes,"EGP 7,325,000"
155,Cash,Resale,Ready,3,3,No,"EGP 5,900,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,300,000"
160,Cash,Resale,Ready,3,2,Yes,"EGP 7,500,000"
140,Cash,Resale,Ready,2,2,No,"EGP 5,500,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 7,850,000"
175,Cash,Resale,Ready,3,3,Yes,"EGP 7,000,000"
170,Cash,Resale,Ready,3,3,No,"EGP 6,100,000"
270,Installment,Primary,Ready,4,4,No,"EGP 18,000,000"
130,Installment,Primary,Ready,2,2,No,"EGP 10,000,000"
145,Cash,Primary,Ready,3,2,Yes,"EGP 6,000,000"
140,Cash,Resale,Ready,3,3,No,"EGP 5,500,000"
160,Installment,Primary,Ready,3,3,No,"EGP 13,000,000"
165,Installment,Resale,Ready,3,3,No,"EGP 6,790,000"
170,Installment,Resale,Off-plan,3,3,Yes,"EGP 7,600,000"
160,Cash,Primary,Ready,3,2,Yes,"EGP 8,000,000"
165,Cash,Resale,Ready,3,3,No,"EGP 6,250,000"
175,Cash,Resale,Ready,3,3,Yes,"EGP 8,600,000"
165,Cash or Installment,Resale,Ready,3,3,No,"EGP 6,470,000"
165,Cash,Resale,Ready,3,2,Yes,"EGP 6,650,000"
205,Cash,Resale,Ready,3,3,Yes,"EGP 11,500,000"
165,Cash,Resale,Ready,3,3,No,"EGP 5,950,000"
145,Installment,Resale,Ready,3,3,No,"EGP 6,254,304"
160,Installment,Resale,Ready,3,3,No,"EGP 6,640,000"
155,Cash,Primary,Ready,3,3,Yes,"EGP 5,900,000"
180,Cash,Primary,Ready,3,3,Yes,"EGP 7,750,000"
165,Cash or Installment,Resale,Ready,3,3,No,"EGP 5,990,000"
155,Cash,Primary,Ready,3,3,Yes,"EGP 5,900,000"
170,Cash,Resale,Ready,3,3,No,"EGP 7,850,000"
180,Cash,Primary,Ready,3,3,No,"EGP 7,750,000"
140,Installment,Resale,Ready,3,3,No,"EGP 6,400,000"
172,Cash or Installment,Primary,Ready,3,2,Yes,"EGP 11,800,000"
165,Cash,Resale,Ready,2,3,Yes,"EGP 7,400,000"
170,Cash or Installment,Resale,Ready,3,3,No,"EGP 8,720,000"
140,Cash,Resale,Ready,3,3,No,"EGP 5,500,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,300,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 6,300,000"
165,Installment,Resale,Off-plan,3,3,No,"EGP 8,200,000"
160,Installment,Resale,Ready,3,3,No,"EGP 6,640,000"
235,Cash,Resale,Ready,4,4,No,"EGP 7,900,000"
170,Cash,Resale,Ready,3,3,No,"EGP 6,250,000"
145,Cash,Resale,Ready,2,3,No,"EGP 5,500,000"
70,Cash or Installment,Resale,Ready,1,1,No,"EGP 5,623,000"
109,Installment,Resale,Off-plan,2,2,No,"EGP 7,324,220"
165,Cash,Resale,Ready,3,3,No,"EGP 6,250,000"
110,Cash,Resale,Ready,2,2,No,"EGP 5,524,052"
170,Installment,Primary,Ready,3,3,No,"EGP 14,650,201"
145,Installment,Primary,Ready,3,3,No,"EGP 16,315,400"
160,Cash,Primary,Ready,3,3,Yes,"EGP 7,000,000"
165,Cash,Primary,Ready,3,3,Yes,"EGP 7,400,000"
145,Installment,Resale,Ready,3,3,No,"EGP 6,254,304"
140,Cash,Resale,Ready,2,2,Yes,"EGP 5,500,000"
170,Installment,Resale,Ready,3,3,Yes,"EGP 8,860,000"
160,Installment,Primary,Ready,3,3,No,"EGP 16,479,047"
175,Cash,Resale,Ready,3,3,Yes,"EGP 6,300,000"
185,Cash,Resale,Ready,3,3,Yes,"EGP 7,500,000"
175,Cash,Resale,Ready,3,3,Yes,"EGP 8,650,000"
160,Installment,Primary,Ready,3,3,No,"EGP 16,479,047"
165,Cash,Primary,Ready,3,3,No,"EGP 5,950,000"
170,Installment,Primary,Ready,3,3,No,"EGP 14,650,201"
135,Cash,Resale,Ready,2,2,Yes,"EGP 5,162,000"
175,Cash,Primary,Ready,3,3,Yes,"EGP 8,200,000"
170,Cash,Primary,Ready,3,3,No,"EGP 6,670,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,500,000"
160,Installment,Primary,Ready,3,3,No,"EGP 16,479,047"
160,Cash,Resale,Ready,3,3,No,"EGP 7,300,000"
165,Cash,Primary,Ready,3,3,No,"EGP 6,950,000"
160,Installment,Primary,Ready,3,3,No,"EGP 16,479,047"
165,Cash,Resale,Ready,3,3,Yes,"EGP 6,000,000"
165,Cash,Resale,Ready,3,3,No,"EGP 6,250,000"
170,Cash,Resale,Ready,3,3,No,"EGP 7,500,000"
235,Cash,Resale,Ready,3,3,No,"EGP 8,500,000"
150,Cash,Primary,Ready,3,3,No,"EGP 6,000,000"
170,Cash,Resale,Ready,3,3,No,"EGP 6,250,000"
170,Cash,Resale,Ready,3,3,No,"EGP 7,500,000"
180,Cash,Resale,Ready,3,3,No,"EGP 14,000,000"
164,Installment,Resale,Off-plan,3,3,No,"EGP 5,990,000"
175,Cash,Resale,Ready,3,3,No,"EGP 6,500,000"
160,Cash,Resale,Ready,3,3,Yes,"EGP 7,300,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 7,800,000"
165,Installment,Resale,Ready,2,3,Yes,"EGP 7,415,000"
170,Installment,Resale,Off-plan,3,3,No,"EGP 7,600,000"
155,Installment,Resale,Off-plan,3,3,No,"EGP 6,700,000"
165,Installment,Resale,Off-plan,3,3,No,"EGP 6,400,000"
165,Cash or Installment,Resale,Ready,3,3,Yes,"EGP 6,800,000"
165,Installment,Resale,Ready,3,3,No,"EGP 7,900,000"
180,Cash,Resale,Ready,3,3,Yes,"EGP 7,200,000"
185,Cash or Installment,Primary,Ready,3,2,Yes,"EGP 17,700,000"
160,Cash or Installment,Primary,Ready,3,2,Yes,"EGP 16,500,000"
185,Cash or Installment,Primary,Ready,3,2,Yes,"EGP 17,700,000"
185,Cash or Installment,Primary,Ready,3,2,Yes,"EGP 17,700,000"
165,Cash or Installment,Resale,Ready,2,3,No,"EGP 7,400,000"
180,Installment,Resale,Ready,3,3,No,"EGP 7,500,000"
70,Installment,Resale,Ready,1,1,No,"EGP 4,650,000"
165,Cash,Resale,Ready,3,3,Yes,"EGP 6,850,000"
165,Cash,Resale,Ready,3,3,Yes,"EGP 6,020,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 6,500,000"
145,Cash or Installment,Resale,Ready,3,2,Yes,"EGP 9,250,000"
175,Cash,Resale,Ready,3,3,No,"EGP 6,250,000"
180,Cash,Resale,Ready,3,3,No,"EGP 7,500,000"
155,Cash,Resale,Ready,3,3,No,"EGP 5,900,000"
154,Installment,Resale,Off-plan,3,3,No,"EGP 6,480,000"
120,Installment,Resale,Ready,2,2,No,"EGP 6,589,000"
165,Installment,Resale,Off-plan,3,3,No,"EGP 5,990,000"
159,Cash,Resale,Ready,3,3,No,"EGP 6,500,000"
167,Cash,Primary,Ready,3,3,No,"EGP 6,160,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 6,500,000"
165,Cash,Resale,Ready,3,2,Yes,"EGP 8,000,000"
130,Cash or Installment,Primary,Ready,2,2,Yes,"EGP 11,406,903"
170,Cash,Resale,Ready,3,3,Yes,"EGP 8,000,000"
170,Cash,Resale,Ready,3,3,No,"EGP 7,650,000"
185,Cash,Primary,Ready,3,3,Yes,"EGP 5,800,000"
160,Cash,Primary,Ready,3,3,Yes,"EGP 9,800,000"
110,Cash,Primary,Ready,2,2,Yes,"EGP 9,000,000"
139,Cash,Primary,Ready,2,2,Yes,"EGP 9,600,000"
174,Cash,Resale,Off-plan,3,3,No,"EGP 5,800,000"
235,Cash,Resale,Ready,4,4,No,"EGP 16,000,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 8,000,000"
170,Installment,Resale,Off-plan,3,3,No,"EGP 7,600,000"
185,Cash,Primary,Ready,3,3,Yes,"EGP 6,500,000"
135,Cash,Resale,Ready,3,2,Yes,"EGP 7,800,000"
175,Cash,Resale,Ready,3,3,No,"EGP 6,560,000"
235,Cash,Resale,Ready,4,3,Yes,"EGP 9,000,000"
165,Cash,Resale,Ready,3,3,Yes,"EGP 6,000,000"
165,Cash,Primary,Ready,3,3,Yes,"EGP 7,400,000"
165,Installment,Resale,Ready,2,2,No,"EGP 6,313,000"
155,Installment,Resale,Ready,3,3,No,"EGP 6,530,000"
140,Cash,Primary,Ready,3,2,Yes,"EGP 9,000,000"
140,Installment,Primary,Ready,2,2,Yes,"EGP 15,226,159"
170,Cash,Resale,Ready,3,3,No,"EGP 7,000,000"
150,Cash,Resale,Ready,3,2,No,"EGP 7,500,000"
145,Cash,Resale,Ready,2,3,Yes,"EGP 5,700,000"
235,Cash,Resale,Ready,4,3,Yes,"EGP 8,500,000"
165,Installment,Resale,Ready,3,3,No,"EGP 6,971,000"
125,Cash,Resale,Ready,2,1,Yes,"EGP 5,500,000"
170,Installment,Resale,Off-plan,3,3,No,"EGP 7,732,255"
135,Cash,Resale,Ready,3,3,No,"EGP 5,500,000"
145,Installment,Resale,Ready,3,3,No,"EGP 6,254,304"
160,Cash,Resale,Ready,3,3,No,"EGP 8,500,000"
165,Cash,Resale,Ready,3,3,No,"EGP 5,950,000"
230,Cash,Resale,Ready,3,3,No,"EGP 11,500,000"
160,Cash,Resale,Ready,3,2,Yes,"EGP 7,500,000"
235,Cash,Resale,Ready,3,3,Yes,"EGP 8,000,000"
145,Cash,Resale,Ready,2,3,No,"EGP 5,700,000"
155,Cash,Resale,Ready,3,3,No,"EGP 6,000,000"
165,Cash,Resale,Ready,3,2,No,"EGP 8,000,000"
140,Cash or Installment,Primary,Ready,2,3,Yes,"EGP 10,000,000"
125,Cash or Installment,Resale,Ready,2,2,Yes,"EGP 6,700,000"
145,Cash or Installment,Resale,Ready,3,2,Yes,"EGP 8,800,000"
135,Cash or Installment,Resale,Ready,3,2,Yes,"EGP 7,700,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,350,000"
130,Cash,Resale,Ready,2,2,Yes,"EGP 5,600,000"
165,Installment,Resale,Off-plan,3,3,No,"EGP 5,900,000"
125,Cash,Primary,Ready,2,3,Yes,"EGP 7,800,000"
170,Cash,Resale,Ready,3,2,No,"EGP 6,500,000"
176,Cash,Resale,Ready,3,3,No,"EGP 6,500,000"
135,Cash,Resale,Ready,3,2,Yes,"EGP 7,777,000"
140,Installment,Resale,Ready,3,3,No,"EGP 6,487,000"
175,Cash,Resale,Ready,3,3,No,"EGP 8,000,000"
240,Cash,Resale,Ready,3,4,No,"EGP 8,350,000"
170,Cash,Resale,Ready,3,3,No,"EGP 7,576,000"
165,Cash,Resale,Ready,3,3,No,"EGP 5,900,000"
165,Cash,Resale,Ready,3,3,Yes,"EGP 5,900,000"
166,Installment,Resale,Ready,3,3,No,"EGP 7,605,000"
140,Cash,Resale,Ready,2,3,No,"EGP 6,000,000"
145,Installment,Resale,Ready,3,3,Yes,"EGP 8,800,000"
145,Cash or Installment,Primary,Off-plan,3,3,Yes,"EGP 10,500,000"
165,Cash,Primary,Ready,3,3,Yes,"EGP 7,400,000"
110,Installment,Resale,Off-plan,2,2,No,"EGP 6,660,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 6,700,000"
160,Cash,Primary,Ready,3,3,Yes,"EGP 7,000,000"
165,Cash,Resale,Ready,3,3,Yes,"EGP 8,000,000"
170,Installment,Resale,Off-plan,3,3,No,"EGP 8,283,000"
165,Installment,Resale,Ready,3,3,Yes,"EGP 5,990,000"
180,Cash,Primary,Ready,3,3,Yes,"EGP 7,750,000"
130,Cash,Resale,Ready,2,2,No,"EGP 5,700,000"
165,Cash,Primary,Ready,3,3,Yes,"EGP 6,150,000"
175,Cash,Primary,Ready,3,3,Yes,"EGP 6,500,000"
150,Installment,Resale,Off-plan,3,3,No,"EGP 7,263,000"
160,Cash or Installment,Resale,Ready,3,3,No,"EGP 8,283,000"
160,Cash or Installment,Primary,Ready,3,3,Yes,"EGP 9,000,000"
160,Cash,Resale,Ready,3,3,Yes,"EGP 7,500,000"
155,Cash or Installment,Primary,Ready,3,2,Yes,"EGP 12,000,000"
165,Cash,Resale,Ready,3,3,No,"EGP 6,150,000"
165,Cash,Resale,Ready,3,3,No,"EGP 7,400,000"
164,Installment,Resale,Ready,3,3,No,"EGP 6,245,090"
140,Installment,Primary,Ready,2,2,No,"EGP 15,226,159"
155,Installment,Resale,Ready,3,3,No,"EGP 6,500,000"
175,Installment,Resale,Ready,3,3,No,"EGP 7,500,000"
140,Cash,Resale,Ready,3,3,No,"EGP 8,330,000"
170,Installment,Resale,Ready,3,3,Yes,"EGP 8,720,000"
170,Installment,Resale,Ready,3,3,No,"EGP 7,958,000"
210,Cash,Resale,Ready,2,3,No,"EGP 8,600,000"
170,Cash,Resale,Ready,3,3,No,"EGP 6,500,000"
160,Cash,Resale,Ready,3,3,No,"EGP 6,000,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,200,000"
175,Cash,Resale,Ready,3,3,No,"EGP 7,700,000"
155,Cash,Resale,Ready,3,3,No,"EGP 6,800,000"
165,Cash,Resale,Ready,3,3,No,"EGP 6,250,000"
167,Cash,Resale,Ready,3,3,Yes,"EGP 7,500,000"
180,Cash,Resale,Ready,3,3,No,"EGP 6,900,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,500,000"
160,Cash,Resale,Ready,3,3,No,"EGP 6,500,000"
135,Installment,Resale,Ready,2,2,Yes,"EGP 5,410,000"
155,Installment,Resale,Off-plan,3,3,No,"EGP 6,430,000"
210,Cash,Resale,Ready,3,3,No,"EGP 8,600,000"
205,Cash,Resale,Ready,4,3,No,"EGP 8,300,000"
260,Cash,Resale,Ready,3,3,No,"EGP 9,400,000"
165,Cash,Resale,Ready,3,3,No,"EGP 7,300,000"
140,Installment,Resale,Ready,3,3,No,"EGP 8,960,960"
170,Installment,Resale,Ready,3,3,Yes,"EGP 8,842,000"
160,Cash,Resale,Ready,3,3,No,"EGP 9,300,000"
160,Cash,Resale,Ready,3,3,No,"EGP 6,000,000"
170,Cash,Resale,Ready,3,3,No,"EGP 6,250,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 8,200,000"
235,Cash,Resale,Ready,3,3,No,"EGP 8,500,000"
235,Cash,Resale,Ready,3,3,No,"EGP 8,600,000"
165,Cash,Primary,Ready,3,3,Yes,"EGP 10,200,000"
160,Cash,Resale,Ready,3,3,No,"EGP 7,300,000"
165,Cash or Installment,Primary,Ready,3,3,Yes,"EGP 17,700,000"
234,Installment,Resale,Ready,3,3,No,"EGP 9,800,000"
160,Cash,Primary,Ready,3,3,Yes,"EGP 9,800,000"
170,Cash,Resale,Ready,3,2,No,"EGP 7,000,000"
225,Cash,Resale,Ready,4,3,No,"EGP 13,000,000"
110,Cash,Resale,Ready,2,2,No,"EGP 5,500,000"
140,Cash,Resale,Ready,2,2,Yes,"EGP 5,500,000"
160,Cash or Installment,Primary,Ready,3,3,Yes,"EGP 16,400,000"
110,Cash,Primary,Ready,2,2,Yes,"EGP 9,000,000"
180,Cash,Resale,Ready,3,3,No,"EGP 9,000,000"
150,Installment,Resale,Ready,3,3,No,"EGP 6,193,000"
175,Cash,Primary,Ready,3,3,No,"EGP 7,300,000"
165,Installment,Resale,Ready,3,3,No,"EGP 6,700,000"
142,Cash,Primary,Ready,3,2,Yes,"EGP 5,100,000"
225,Cash or Installment,Resale,Ready,3,3,Yes,"EGP 9,000,000"
110,Installment,Resale,Ready,2,2,No,"EGP 5,112,052"
170,Cash,Resale,Ready,3,2,Yes,"EGP 7,600,000"
170,Cash,Primary,Ready,3,3,No,"EGP 6,100,000"
175,Cash,Resale,Ready,3,3,No,"EGP 7,500,000"
165,Installment,Resale,Ready,3,3,No,"EGP 6,530,000"
150,Cash,Resale,Ready,3,3,No,"EGP 5,700,000"
166,Installment,Resale,Ready,3,3,No,"EGP 6,800,000"
180,Cash,Primary,Ready,3,2,Yes,"EGP 14,400,000"
205,Cash or Installment,Primary,Ready,3,2,Yes,"EGP 6,000,000"
140,Cash,Primary,Ready,2,2,Yes,"EGP 5,200,000"
170,Cash,Resale,Ready,3,3,Yes,"EGP 7,500,000"
170,Cash,Resale,Ready,3,3,No,"EGP 8,720,000"
